Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
m16_fire_plr,,,pro\guns\m16\m16_fire_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m16_fire_plr,,,pro\guns\m16\m16_fire_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m16_fire_upgraded_npc,,,pro\guns\m16\m16_fire_upgraded.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m16_fire_upgraded_plr,,,pro\guns\m16\m16_fire_upgraded.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_m16_mag_out,,,pro\guns\m16\m16_mag_out.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_m16_mag_in,,,pro\guns\m16\m16_mag_in.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_m16_tap,,,pro\guns\m16\m16_mag_tap.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_m16_bolt_back,,,pro\guns\m16\m16_bolt_back.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_m16_bolt_release,,,pro\guns\m16\m16_bolt_release.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_fire_npc,,,pro\guns\ks23\ks23_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_fire_plr,,,pro\guns\ks23\ks23_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_fire_upgraded_npc,,,pro\guns\ks23\ks23_fire_upgraded.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_fire_upgraded_plr,,,pro\guns\ks23\ks23_fire_upgraded.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_pull,,,pro\guns\ks23\ks23_pull.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_push,,,pro\guns\ks23\ks23_push.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks23_shell_in,,,pro\guns\ks23\ks23_shell_in.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galil_fire_npc,,,pro\guns\galil\galil_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galil_fire_plr,,,pro\guns\galil\galil_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galil_fire_upgraded_npc,,,pro\guns\galil\galil_fire_upgraded.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galil_fire_upgraded_plr,,,pro\guns\galil\galil_fire_upgraded.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_galil_mag_out,,,pro\guns\galil\fly_galil_mag_out.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_galil_mag_in,,,pro\guns\galil\fly_galil_mag_in.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_galil_bolt_back,,,pro\guns\galil\fly_galil_bolt_back.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_galil_bolt_release,,,pro\guns\galil\fly_galil_bolt_release.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mag_pouch_pat,,,pro\guns\galil\grab_pat_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mag_pouch_pat,,,pro\guns\galil\grab_pat_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mag_pouch_pat,,,pro\guns\galil\grab_pat_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mag_pouch_pat,,,pro\guns\galil\grab_pat_04.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_start,,,weapons\flamethrower\wpn_flm_ignite.wav,,,WPN_SHOT_PLR,,,,,BUS_FX,,,wpn_cmn_shot_plr,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_fireloop,,,weapons\flamethrower\wpn_flmthwr_st_flame.wav,,,WPN_SHOT_PLR,,,,,BUS_FX,,,wpn_cmn_shot_plr,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_cooldown,,,weapons\flamethrower\wpn_flm_cooldown.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_rear,,,weapons\flamethrower\wpn_flmthwr_st_r.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_off,,,weapons\flamethrower\wpn_flm_ignite.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_swtnr,,,weapons\flamethrower\wpn_flm_ignite.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_start_3p,,,weapons\flamethrower\wpn_flm_ignite.wav,,,WPN_SHOT_NPC,,,,,BUS_FX,,,wpn_cmn_shot_3p,,,,,,,,,,,,,,,,,,,,,,,3d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_fireloop_3p,,,weapons\flamethrower\wpn_flm_cooldown.wav,,,WPN_SHOT_NPC,,,,,BUS_FX,,,wpn_cmn_shot_3p,,,,,,,,,,,,,,,,,,,,,,,3d,wpn_fnt,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_cooldown_3p,,,weapons\flamethrower\wpn_flm_cooldown.wav,,,WPN_SHOT_NPC,,,,,BUS_FX,,,wpn_cmn_shot_3p,,,,,,,,,,,,,,,,,,,,,,,3d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_foley_F,,,weapons\flamethrower\foley\flame_front.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,70,70,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_foley_R,,,weapons\flamethrower\foley\flame_rear.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,70,70,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_flamethrower_raise,,,weapons\flamethrower\wpn_incindiary_core_start.wav,,,WPN_RELOAD_PLR,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,2d,wpn_fnt,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_fire_plr,,,weapons\M1_Garand\m1garand_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_fire_npc,,,weapons\M1_Garand\npc\m1garand_fire_npc.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_last_shot_fire_plr,,,weapons\M1_Garand\m1garand_fire_last.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_slide_back,,,weapons\M1_Garand\foley\m1gar_pull_slide.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_mag_out,,,weapons\M1_Garand\foley\m1gar_clip_out.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_slide_forward,,,weapons\M1_Garand\foley\m1gar_breech_close.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_mag_in,,,weapons\M1_Garand\foley\m1gar_clip_in.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_pap_fire_plr,,,weapons\pap\m1garand_pap_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m1garand_last_pap_fire_plr,,,weapons\pap\m1garand_pap_fire_last.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_fire,,,weapons\m240b\m240_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_fire_npc,,,weapons\m240b\npc\m240_fire_npc.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_chamber,,,weapons\m240b\foley\m240_reload_chamber_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_open,,,weapons\m240b\foley\m240_reload_open_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_mag_out,,,weapons\m240b\foley\m240_reload_clipout_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_drop,,,weapons\m240b\foley\m240_reload_drop_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_mag_in,,,weapons\m240b\foley\m240_reload_clipin_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_close,,,weapons\m240b\foley\m240_reload_close_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_hit,,,weapons\m240b\foley\m240_reload_hit_v1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_m240_pap_fire,,,weapons\pap\m240_pap_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_fire_plr,,,weapons\MG42\mg42_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_fire_npc,,,weapons\MG42\npc\mg42_fire_npc.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_jimmy,,,weapons\MG42\foley\gr_mg42_jimmy.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_pull,,,weapons\MG42\foley\gr_mg42_pull.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_mag_out,,,weapons\MG42\foley\gr_mg42_mag_out.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_mag_in,,,weapons\MG42\foley\gr_mg42_mag_in.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_charge,,,weapons\MG42\foley\gr_mg42_charge.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_pap_fire_plr,,,weapons\MG42\mg42_pap_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mg42_pap_fire_npc,,,weapons\MG42\npc\mg42_pap_fire_npc.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_mag_in,,,weapons\honey\foley\honey_mag_in.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_pull,,,weapons\honey\foley\honey_pull.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_mag_out,,,weapons\honey\foley\honey_mag_out.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_slide_forward,,,weapons\honey\foley\honey_slide_back.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_slide_back,,,weapons\honey\foley\honey_slide_forward.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_pull,,,weapons\honey\foley\honey_pull.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_fire_plr,,,weapons\honey\honey_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_fire,,,weapons\honey\honey_fire.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_fire_up_plr,,,weapons\honey\honey_fire_up.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey_fire_up,,,weapons\honey\honey_fire_up.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
